transaction_id,client_id,date_transaction,montant,devise,type_transaction,pays_destination,est_suspecte
TXN-000064,CLT-0074,2025-12-05 14:42:30,10234.02,EUR,Paiement carte,Îles Caïmans,True
TXN-000065,CLT-0089,2025-07-14 14:42:30,999.67,EUR,Retrait,France,False
TXN-000066,CLT-0077,2025-05-28 14:42:30,1514.9,EUR,Virement,France,False
TXN-000067,CLT-0009,2025-11-05 14:42:30,2147.61,EUR,Virement international,Panama,False
TXN-000068,CLT-0014,2025-09-05 14:42:30,44545.11,EUR,Paiement carte,Panama,True
TXN-000069,CLT-0020,2025-05-16 14:42:30,4145.25,EUR,Paiement carte,France,False
TXN-000070,CLT-0079,2025-12-26 14:42:30,4827.71,EUR,Virement international,Russie,False
TXN-000071,CLT-0035,2025-07-14 14:42:30,4130.42,EUR,Dépôt,Allemagne,False
TXN-000072,CLT-0032,2025-09-25 14:42:30,442.45,EUR,Paiement carte,Îles Caïmans,False
TXN-000073,CLT-0024,2025-11-28 14:42:30,2476.59,EUR,Paiement carte,Allemagne,False
TXN-000074,CLT-0077,2025-12-21 14:42:30,1299.18,EUR,Dépôt,France,False
TXN-000075,CLT-0093,2026-01-10 14:42:30,963.37,EUR,Paiement carte,Russie,False
TXN-000076,CLT-0083,2025-09-12 14:42:30,1209.22,EUR,Paiement carte,Russie,False
TXN-000077,CLT-0052,2026-01-20 14:42:30,474.34,EUR,Retrait,Espagne,False
TXN-000078,CLT-0068,2025-08-03 14:42:30,1851.41,EUR,Dépôt,Îles Caïmans,False
TXN-000079,CLT-0090,2025-11-14 14:42:30,2756.44,EUR,Paiement carte,Espagne,False
TXN-000080,CLT-0041,2026-02-04 14:42:30,1160.38,EUR,Virement,France,False
TXN-000081,CLT-0093,2025-12-23 14:42:30,3695.64,EUR,Virement international,Espagne,False
TXN-000082,CLT-0030,2025-12-13 14:42:30,4164.82,EUR,Dépôt,France,False
TXN-000083,CLT-0036,2026-03-10 14:42:30,3543.01,EUR,Virement,France,False
TXN-000084,CLT-0082,2026-03-10 14:42:30,3490.11,EUR,Paiement carte,France,False
TXN-000085,CLT-0062,2025-09-15 14:42:30,2874.58,EUR,Paiement carte,Panama,False
TXN-000086,CLT-0015,2025-09-11 14:42:30,266.37,EUR,Virement,Îles Caïmans,False
TXN-000087,CLT-0007,2025-05-27 14:42:30,2889.34,EUR,Retrait,France,False
TXN-000088,CLT-0032,2026-03-31 14:42:30,4746.14,EUR,Virement,Îles Caïmans,False
TXN-000089,CLT-0100,2026-01-18 14:42:30,3955.8,EUR,Virement international,Îles Caïmans,False
TXN-000090,CLT-0055,2025-07-16 14:42:30,2219.18,EUR,Dépôt,France,False
TXN-000091,CLT-0081,2026-01-27 14:42:30,3703.05,EUR,Retrait,Espagne,False
TXN-000092,CLT-0071,2026-02-14 14:42:30,793.71,EUR,Virement,France,False
TXN-000093,CLT-0061,2025-07-13 14:42:30,47193.82,EUR,Dépôt,France,True
TXN-000094,CLT-0059,2025-05-19 14:42:30,3537.71,EUR,Virement,Allemagne,False
TXN-000095,CLT-0076,2025-06-27 14:42:30,3941.26,EUR,Retrait,Îles Caïmans,False
TXN-000096,CLT-0035,2026-02-26 14:42:30,27558.42,EUR,Retrait,France,True
TXN-000097,CLT-0096,2025-07-13 14:42:30,76958.69,EUR,Virement international,Espagne,True
TXN-000098,CLT-0090,2025-12-09 14:42:30,2348.8,EUR,Paiement carte,Espagne,False
TXN-000099,CLT-0077,2026-04-02 14:42:30,2474.04,EUR,Virement,Îles Caïmans,False
TXN-000100,CLT-0012,2026-04-30 14:42:30,3022.53,EUR,Retrait,France,False
TXN-000101,CLT-0074,2025-12-27 14:42:30,3364.69,EUR,Virement,France,False
TXN-000102,CLT-0024,2025-12-22 14:42:30,3261.03,EUR,Virement international,Îles Caïmans,False
TXN-000103,CLT-0061,2026-03-28 14:42:30,2463.71,EUR,Dépôt,Îles Caïmans,False
TXN-000104,CLT-0043,2026-02-20 14:42:30,3353.97,EUR,Paiement carte,Russie,False
TXN-000105,CLT-0005,2025-08-05 14:42:30,4726.52,EUR,Paiement carte,France,False
TXN-000106,CLT-0066,2025-10-19 14:42:30,1623.14,EUR,Virement,Russie,False
TXN-000107,CLT-0080,2025-11-09 14:42:30,946.04,EUR,Paiement carte,Russie,False
TXN-000108,CLT-0017,2025-08-05 14:42:30,1025.76,EUR,Dépôt,Russie,False
TXN-000109,CLT-0081,2026-04-29 14:42:30,2428.71,EUR,Virement international,Allemagne,False
TXN-000110,CLT-0071,2026-05-06 14:42:30,1560.64,EUR,Paiement carte,France,False
TXN-000111,CLT-0060,2026-03-16 14:42:30,4208.61,EUR,Virement,France,False
TXN-000112,CLT-0091,2025-08-26 14:42:30,3585.85,EUR,Dépôt,Îles Caïmans,False
TXN-000113,CLT-0059,2026-01-09 14:42:30,4901.42,EUR,Virement international,France,False
TXN-000114,CLT-0096,2025-08-26 14:42:30,4610.12,EUR,Retrait,France,False
TXN-000115,CLT-0044,2025-10-13 14:42:30,3952.13,EUR,Virement international,Espagne,False
TXN-000116,CLT-0076,2025-12-12 14:42:30,1421.37,EUR,Virement international,Russie,False
TXN-000117,CLT-0045,2025-09-08 14:42:30,2238.27,EUR,Dépôt,Îles Caïmans,False
TXN-000118,CLT-0090,2026-02-06 14:42:30,1615.67,EUR,Retrait,Îles Caïmans,False
TXN-000119,CLT-0041,2026-04-21 14:42:30,3879.97,EUR,Paiement carte,Îles Caïmans,False
TXN-000120,CLT-0020,2025-06-14 14:42:30,3321.81,EUR,Paiement carte,France,False
TXN-000121,CLT-0013,2025-11-25 14:42:30,91985.76,EUR,Paiement carte,France,True
TXN-000122,CLT-0053,2026-03-01 14:42:30,2290.07,EUR,Retrait,France,False
TXN-000123,CLT-0080,2025-11-21 14:42:30,4846.33,EUR,Paiement carte,France,False
TXN-000124,CLT-0049,2025-08-13 14:42:30,4263.18,EUR,Dépôt,Russie,False
TXN-000125,CLT-0031,2026-04-08 14:42:30,189.14,EUR,Dépôt,Allemagne,False
TXN-000126,CLT-0098,2026-03-24 14:42:30,2175.52,EUR,Virement,Russie,False
TXN-000127,CLT-0006,2026-04-29 14:42:30,1504.34,EUR,Dépôt,France,False
TXN-000128,CLT-0032,2026-02-28 14:42:30,1880.46,EUR,Virement international,Îles Caïmans,False
TXN-000129,CLT-0023,2026-02-15 14:42:30,3964.67,EUR,Virement,Îles Caïmans,False
TXN-000130,CLT-0019,2025-07-19 14:42:30,1211.74,EUR,Retrait,Russie,False
TXN-000131,CLT-0002,2025-06-06 14:42:30,2303.26,EUR,Paiement carte,Espagne,False
TXN-000132,CLT-0045,2025-09-29 14:42:30,798.3,EUR,Virement international,Espagne,False
TXN-000133,CLT-0059,2026-01-05 14:42:30,2127.3,EUR,Dépôt,Allemagne,False
TXN-000134,CLT-0031,2026-03-20 14:42:30,4268.14,EUR,Paiement carte,Panama,False
TXN-000135,CLT-0003,2025-12-13 14:42:30,4963.53,EUR,Paiement carte,Espagne,False
TXN-000136,CLT-0078,2026-04-18 14:42:30,83260.86,EUR,Paiement carte,Espagne,True
TXN-000137,CLT-0029,2025-11-14 14:42:30,1158.29,EUR,Retrait,Espagne,False
TXN-000138,CLT-0088,2025-06-10 14:42:30,3607.43,EUR,Retrait,France,False
TXN-000139,CLT-0057,2025-12-06 14:42:30,3235.24,EUR,Virement,Panama,False
TXN-000140,CLT-0042,2025-12-13 14:42:30,459.77,EUR,Paiement carte,France,False
TXN-000141,CLT-0068,2025-11-07 14:42:30,3934.7,EUR,Virement international,Espagne,False
TXN-000142,CLT-0038,2025-09-09 14:42:30,1292.28,EUR,Dépôt,France,False
TXN-000143,CLT-0087,2026-01-18 14:42:30,385.74,EUR,Paiement carte,Panama,False
TXN-000144,CLT-0069,2025-12-29 14:42:30,42327.99,EUR,Virement,Russie,True
TXN-000145,CLT-0075,2025-12-30 14:42:30,3747.57,EUR,Paiement carte,Panama,False
TXN-000146,CLT-0080,2026-05-01 14:42:30,28342.51,EUR,Virement international,Panama,True
TXN-000147,CLT-0082,2026-04-11 14:42:30,1114.62,EUR,Paiement carte,Espagne,False
TXN-000148,CLT-0005,2026-04-20 14:42:30,592.21,EUR,Dépôt,Russie,False
TXN-000149,CLT-0018,2025-08-11 14:42:30,28427.6,EUR,Paiement carte,Russie,True
TXN-000150,CLT-0070,2025-05-22 14:42:30,4747.41,EUR,Paiement carte,France,False
TXN-000151,CLT-0079,2025-09-05 14:42:30,3278.06,EUR,Paiement carte,Espagne,False
TXN-000152,CLT-0057,2025-09-28 14:42:30,40236.11,EUR,Retrait,Panama,True
TXN-000153,CLT-0083,2025-08-08 14:42:30,67654.18,EUR,Dépôt,France,True
TXN-000154,CLT-0059,2026-03-12 14:42:30,957.14,EUR,Virement,Allemagne,False
TXN-000155,CLT-0007,2026-05-03 14:42:30,2989.76,EUR,Dépôt,Allemagne,False
TXN-000156,CLT-0009,2026-01-28 14:42:30,3937.02,EUR,Virement international,Allemagne,False
TXN-000157,CLT-0043,2026-01-14 14:42:30,4067.13,EUR,Retrait,France,False
TXN-000158,CLT-0070,2026-03-08 14:42:30,4920.3,EUR,Dépôt,France,False
TXN-000159,CLT-0002,2026-03-07 14:42:30,83380.97,EUR,Dépôt,Allemagne,True
TXN-000160,CLT-0007,2025-12-29 14:42:30,88.75,EUR,Retrait,Îles Caïmans,False
TXN-000161,CLT-0058,2025-09-12 14:42:30,3730.87,EUR,Dépôt,France,False
TXN-000162,CLT-0006,2025-07-03 14:42:30,1115.53,EUR,Virement international,Espagne,False
TXN-000163,CLT-0062,2026-04-12 14:42:30,4820.49,EUR,Paiement carte,Îles Caïmans,False
TXN-000164,CLT-0010,2025-09-28 14:42:30,2456.44,EUR,Virement,Panama,False
TXN-000165,CLT-0080,2025-12-24 14:42:30,337.75,EUR,Virement international,Panama,False
TXN-000166,CLT-0059,2025-12-14 14:42:30,2990.99,EUR,Virement international,Îles Caïmans,False
TXN-000167,CLT-0084,2025-06-12 14:42:30,69054.81,EUR,Virement international,Allemagne,True
TXN-000168,CLT-0044,2025-10-14 14:42:30,4441.57,EUR,Paiement carte,Îles Caïmans,False
TXN-000169,CLT-0041,2025-10-07 14:42:30,484.48,EUR,Dépôt,Panama,False
TXN-000170,CLT-0009,2025-09-13 14:42:30,3437.24,EUR,Virement,France,False
TXN-000171,CLT-0017,2025-11-04 14:42:30,16401.11,EUR,Virement international,France,True
TXN-000172,CLT-0086,2025-11-26 14:42:30,2812.32,EUR,Virement,Îles Caïmans,False
TXN-000173,CLT-0093,2025-10-09 14:42:30,3330.05,EUR,Virement,Espagne,False
TXN-000174,CLT-0065,2025-07-22 14:42:30,1764.71,EUR,Retrait,France,False
TXN-000175,CLT-0045,2026-03-19 14:42:30,1128.98,EUR,Virement international,Panama,False
TXN-000176,CLT-0055,2026-01-18 14:42:30,32235.43,EUR,Virement international,France,True
TXN-000177,CLT-0035,2025-05-23 14:42:30,3292.58,EUR,Virement,France,False
TXN-000178,CLT-0045,2025-11-21 14:42:30,3814.42,EUR,Virement,France,False
TXN-000179,CLT-0009,2025-10-20 14:42:30,2835.94,EUR,Retrait,France,False
TXN-000180,CLT-0054,2025-11-02 14:42:30,54151.99,EUR,Paiement carte,Panama,True
TXN-000181,CLT-0100,2025-11-28 14:42:30,1565.07,EUR,Virement international,France,False
TXN-000182,CLT-0007,2025-07-01 14:42:30,786.34,EUR,Virement,Espagne,False
TXN-000183,CLT-0057,2025-07-07 14:42:30,2125.83,EUR,Paiement carte,Espagne,False
TXN-000184,CLT-0056,2025-11-18 14:42:30,2566.61,EUR,Virement,Espagne,False
TXN-000185,CLT-0086,2025-08-17 14:42:30,2969.74,EUR,Dépôt,France,False
TXN-000186,CLT-0001,2026-04-15 14:42:30,4922.38,EUR,Retrait,Espagne,False
TXN-000187,CLT-0038,2026-01-03 14:42:30,3839.07,EUR,Dépôt,France,False
TXN-000188,CLT-0017,2026-02-13 14:42:30,72990.23,EUR,Paiement carte,Allemagne,True
TXN-000189,CLT-0010,2025-11-13 14:42:30,4168.44,EUR,Paiement carte,France,False
TXN-000190,CLT-0041,2026-04-04 14:42:30,2304.17,EUR,Virement international,Îles Caïmans,False
TXN-000191,CLT-0038,2025-10-12 14:42:30,3550.4,EUR,Virement,Îles Caïmans,False
TXN-000192,CLT-0059,2025-07-01 14:42:30,36254.83,EUR,Dépôt,France,True
TXN-000193,CLT-0076,2025-10-02 14:42:30,538.26,EUR,Paiement carte,France,False
TXN-000194,CLT-0029,2025-11-21 14:42:30,1558.27,EUR,Dépôt,France,False
TXN-000195,CLT-0066,2025-08-15 14:42:30,63090.55,EUR,Retrait,Panama,True
TXN-000196,CLT-0019,2025-06-17 14:42:30,4791.53,EUR,Retrait,France,False
TXN-000197,CLT-0020,2025-07-09 14:42:30,25162.65,EUR,Virement,France,True
TXN-000198,CLT-0097,2025-09-18 14:42:30,3143.46,EUR,Virement international,Russie,False
TXN-000199,CLT-0082,2025-06-18 14:42:30,4411.42,EUR,Virement international,Panama,False
TXN-000200,CLT-0057,2026-02-25 14:42:30,3139.81,EUR,Virement,Russie,False
TXN-000201,CLT-0076,2025-12-24 14:42:30,1521.07,EUR,Virement,Panama,False
TXN-000202,CLT-0005,2025-09-24 14:42:30,1558.94,EUR,Virement,Panama,False
TXN-000203,CLT-0079,2026-03-28 14:42:30,392.89,EUR,Virement international,Îles Caïmans,False
TXN-000204,CLT-0058,2026-04-22 14:42:30,2776.04,EUR,Virement international,Allemagne,False
TXN-000205,CLT-0008,2026-02-25 14:42:30,2383.39,EUR,Paiement carte,France,False
TXN-000206,CLT-0011,2025-05-13 14:42:30,4188.51,EUR,Virement international,France,False
TXN-000207,CLT-0068,2025-10-01 14:42:30,69563.09,EUR,Virement international,France,True
TXN-000208,CLT-0053,2025-10-27 14:42:30,4590.5,EUR,Dépôt,France,False
TXN-000209,CLT-0043,2026-04-10 14:42:30,3240.05,EUR,Virement,Îles Caïmans,False
TXN-000210,CLT-0078,2025-06-11 14:42:30,3621.43,EUR,Retrait,Panama,False
TXN-000211,CLT-0040,2025-11-15 14:42:30,65734.25,EUR,Paiement carte,France,True
TXN-000212,CLT-0072,2025-12-06 14:42:30,4690.63,EUR,Paiement carte,Panama,False
TXN-000213,CLT-0068,2025-05-28 14:42:30,3353.88,EUR,Virement,Îles Caïmans,False
TXN-000214,CLT-0024,2025-12-06 14:42:30,100.97,EUR,Retrait,Panama,False
TXN-000215,CLT-0018,2026-01-18 14:42:30,2436.49,EUR,Retrait,France,False
TXN-000216,CLT-0099,2025-08-27 14:42:30,3942.72,EUR,Virement international,France,False
TXN-000217,CLT-0017,2025-07-01 14:42:30,4383.2,EUR,Virement international,Îles Caïmans,False
TXN-000218,CLT-0099,2025-05-24 14:42:30,912.42,EUR,Virement international,France,False
TXN-000219,CLT-0087,2025-11-08 14:42:30,228.03,EUR,Retrait,Russie,False
TXN-000220,CLT-0030,2025-09-26 14:42:30,3764.43,EUR,Virement international,Allemagne,False
TXN-000221,CLT-0025,2025-09-15 14:42:30,4045.03,EUR,Dépôt,Russie,False
TXN-000222,CLT-0065,2025-10-30 14:42:30,1416.04,EUR,Virement international,Îles Caïmans,False
TXN-000223,CLT-0018,2025-07-08 14:42:30,4086.29,EUR,Dépôt,France,False
TXN-000224,CLT-0014,2025-08-03 14:42:30,4371.84,EUR,Virement international,France,False
TXN-000225,CLT-0058,2025-12-25 14:42:30,3817.95,EUR,Virement international,France,False
TXN-000226,CLT-0058,2026-01-20 14:42:30,467.65,EUR,Dépôt,France,False
TXN-000227,CLT-0031,2025-11-03 14:42:30,1988.31,EUR,Paiement carte,France,False
TXN-000228,CLT-0092,2026-03-24 14:42:30,150.66,EUR,Dépôt,France,False
TXN-000229,CLT-0090,2025-09-14 14:42:30,32958.51,EUR,Retrait,Russie,True
TXN-000230,CLT-0003,2026-04-03 14:42:30,36.2,EUR,Dépôt,Allemagne,False
TXN-000231,CLT-0068,2025-07-06 14:42:30,2748.53,EUR,Paiement carte,France,False
TXN-000232,CLT-0007,2026-03-12 14:42:30,1195.82,EUR,Retrait,Îles Caïmans,False
TXN-000233,CLT-0015,2026-04-11 14:42:30,3117.82,EUR,Paiement carte,France,False
TXN-000234,CLT-0038,2026-03-01 14:42:30,2879.49,EUR,Paiement carte,France,False
TXN-000235,CLT-0024,2025-10-12 14:42:30,1210.42,EUR,Virement,Panama,False
TXN-000236,CLT-0065,2025-08-27 14:42:30,53767.17,EUR,Virement international,France,True
TXN-000237,CLT-0050,2025-06-22 14:42:30,2355.97,EUR,Dépôt,Espagne,False
TXN-000238,CLT-0045,2026-04-09 14:42:30,1791.9,EUR,Retrait,France,False
TXN-000239,CLT-0018,2025-11-24 14:42:30,3678.58,EUR,Virement,Panama,False
TXN-000240,CLT-0100,2026-02-13 14:42:30,4069.41,EUR,Paiement carte,Russie,False
TXN-000241,CLT-0092,2026-04-11 14:42:30,4059.37,EUR,Paiement carte,France,False
TXN-000242,CLT-0006,2026-01-31 14:42:30,228.59,EUR,Dépôt,Espagne,False
TXN-000243,CLT-0061,2025-08-08 14:42:30,4945.72,EUR,Dépôt,France,False
TXN-000244,CLT-0100,2025-11-12 14:42:30,963.61,EUR,Virement,Panama,False
TXN-000245,CLT-0052,2025-10-02 14:42:30,3998.72,EUR,Paiement carte,Îles Caïmans,False
TXN-000246,CLT-0064,2025-05-24 14:42:30,942.22,EUR,Dépôt,Espagne,False
TXN-000247,CLT-0056,2026-04-03 14:42:30,3638.14,EUR,Virement international,France,False
TXN-000248,CLT-0042,2026-04-03 14:42:30,1612.85,EUR,Dépôt,Espagne,False
TXN-000249,CLT-0089,2026-02-17 14:42:30,3591.14,EUR,Paiement carte,Panama,False
TXN-000250,CLT-0079,2025-11-14 14:42:30,3636.8,EUR,Paiement carte,Espagne,False
TXN-000251,CLT-0010,2026-04-14 14:42:30,3959.47,EUR,Paiement carte,Panama,False
TXN-000252,CLT-0004,2026-02-21 14:42:30,3751.99,EUR,Retrait,Russie,False
TXN-000253,CLT-0047,2025-06-17 14:42:30,13849.3,EUR,Dépôt,Îles Caïmans,True
TXN-000254,CLT-0087,2026-02-24 14:42:30,171.6,EUR,Paiement carte,Panama,False
TXN-000255,CLT-0018,2025-07-24 14:42:30,3817.79,EUR,Virement international,Panama,False
TXN-000256,CLT-0015,2026-01-06 14:42:30,3251.31,EUR,Virement,France,False
TXN-000257,CLT-0016,2025-07-30 14:42:30,1941.07,EUR,Dépôt,Espagne,False
TXN-000258,CLT-0037,2025-07-04 14:42:30,1080.71,EUR,Paiement carte,Allemagne,False
TXN-000259,CLT-0023,2025-09-24 14:42:30,82195.89,EUR,Paiement carte,France,True
TXN-000260,CLT-0086,2025-12-01 14:42:30,4838.13,EUR,Dépôt,France,False
TXN-000261,CLT-0021,2025-12-11 14:42:30,1458.91,EUR,Retrait,Panama,False
TXN-000262,CLT-0018,2026-01-31 14:42:30,615.6,EUR,Retrait,Russie,False
TXN-000263,CLT-0060,2025-11-06 14:42:30,56199.87,EUR,Virement international,France,True
TXN-000264,CLT-0051,2025-12-06 14:42:30,440.22,EUR,Paiement carte,Îles Caïmans,False
TXN-000265,CLT-0017,2026-04-06 14:42:30,4118.46,EUR,Dépôt,France,False
TXN-000266,CLT-0017,2025-11-18 14:42:30,3403.74,EUR,Virement international,France,False
TXN-000267,CLT-0008,2025-08-29 14:42:30,653.87,EUR,Virement,France,False
TXN-000268,CLT-0029,2025-05-15 14:42:30,818.22,EUR,Dépôt,Espagne,False
TXN-000269,CLT-0071,2025-06-22 14:42:30,1260.52,EUR,Dépôt,France,False
TXN-000270,CLT-0065,2026-03-27 14:42:30,3076.0,EUR,Retrait,France,False
TXN-000271,CLT-0044,2025-07-08 14:42:30,3126.15,EUR,Virement international,France,False
TXN-000272,CLT-0083,2026-04-20 14:42:30,151.58,EUR,Virement international,Espagne,False
TXN-000273,CLT-0080,2025-10-12 14:42:30,3837.13,EUR,Virement,Russie,False
TXN-000274,CLT-0039,2025-06-19 14:42:30,2732.43,EUR,Paiement carte,Allemagne,False
TXN-000275,CLT-0059,2025-12-12 14:42:30,3428.1,EUR,Virement,France,False
TXN-000276,CLT-0027,2025-09-18 14:42:30,2083.95,EUR,Dépôt,France,False
TXN-000277,CLT-0052,2025-11-18 14:42:30,3594.63,EUR,Retrait,Panama,False
TXN-000278,CLT-0060,2026-01-10 14:42:30,539.86,EUR,Virement,Espagne,False
TXN-000279,CLT-0038,2026-04-18 14:42:30,712.98,EUR,Paiement carte,Îles Caïmans,False
TXN-000280,CLT-0042,2026-02-21 14:42:30,4327.88,EUR,Virement international,Panama,False
TXN-000281,CLT-0060,2025-08-23 14:42:30,805.12,EUR,Paiement carte,Espagne,False
TXN-000282,CLT-0065,2025-10-24 14:42:30,459.34,EUR,Paiement carte,Allemagne,False
TXN-000283,CLT-0037,2026-04-18 14:42:30,1770.95,EUR,Paiement carte,Russie,False
TXN-000284,CLT-0056,2026-03-19 14:42:30,50.81,EUR,Retrait,Espagne,False
TXN-000285,CLT-0006,2025-11-07 14:42:30,3821.65,EUR,Paiement carte,France,False
TXN-000286,CLT-0037,2025-08-03 14:42:30,981.33,EUR,Virement,Îles Caïmans,False
TXN-000287,CLT-0080,2025-12-21 14:42:30,3824.38,EUR,Virement international,France,False
TXN-000288,CLT-0044,2025-11-03 14:42:30,16411.29,EUR,Virement international,Panama,True
TXN-000289,CLT-0052,2025-08-26 14:42:30,1003.3,EUR,Virement international,France,False
TXN-000290,CLT-0061,2025-11-24 14:42:30,19922.16,EUR,Virement international,Russie,True
TXN-000291,CLT-0042,2026-03-03 14:42:30,85702.46,EUR,Virement international,Panama,True
