transaction_id;client_id;montant;pays_destination;pays_client;heure;est_suspecte;score_montant;score_pays_destination;score_client;score_nocturne;score_risque;niveau_risque;date_calcul;horodatage_alerte;statut_alerte
TXN-007122;CLT-0041;45857,24;Panama;Panama;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-007822;CLT-0010;53049,19;Îles Caïmans;Îles Caïmans;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-007162;CLT-0065;56656,25;Îles Caïmans;Îles Caïmans;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-008228;CLT-0031;20249,22;Panama;Panama;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-000853;CLT-0018;48052,17;Panama;Panama;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-005529;CLT-0069;49470,82;Panama;Panama;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-005565;CLT-0031;77641,52;Panama;Panama;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-005621;CLT-0012;28085,46;Îles Caïmans;Panama;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-005087;CLT-0063;11595,49;Panama;Îles Caïmans;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-005171;CLT-0085;77534,64;Îles Caïmans;Îles Caïmans;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-005180;CLT-0067;42829,78;Panama;Panama;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-005270;CLT-0081;89664,42;Panama;Îles Caïmans;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-001041;CLT-0095;25629,78;Panama;Îles Caïmans;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-004835;CLT-0065;60200,61;Îles Caïmans;Îles Caïmans;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-004877;CLT-0096;92537,81;Îles Caïmans;Panama;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-005011;CLT-0085;57851,87;Îles Caïmans;Îles Caïmans;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-005013;CLT-0089;44632,89;Îles Caïmans;Îles Caïmans;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-004558;CLT-0089;26067,15;Îles Caïmans;Îles Caïmans;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-001174;CLT-0085;36372,16;Îles Caïmans;Îles Caïmans;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-004374;CLT-0079;63432,24;Îles Caïmans;Îles Caïmans;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-004503;CLT-0010;64818,3;Panama;Îles Caïmans;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-001233;CLT-0096;19124,82;Îles Caïmans;Panama;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-001254;CLT-0079;44760,66;Îles Caïmans;Îles Caïmans;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-001306;CLT-0079;32340,92;Îles Caïmans;Îles Caïmans;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-004107;CLT-0041;61638,2;Îles Caïmans;Panama;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-004248;CLT-0099;74231,58;Îles Caïmans;Panama;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-004298;CLT-0081;61517,13;Panama;Îles Caïmans;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-004357;CLT-0012;94475,87;Îles Caïmans;Panama;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-004370;CLT-0059;19529,24;Panama;Îles Caïmans;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-003694;CLT-0041;18435,68;Îles Caïmans;Panama;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-003731;CLT-0041;16362,55;Panama;Panama;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-004042;CLT-0005;89579,26;Îles Caïmans;Panama;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-003380;CLT-0089;39632,38;Panama;Îles Caïmans;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-003403;CLT-0010;93029,8;Panama;Îles Caïmans;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-003557;CLT-0059;48197,77;Panama;Îles Caïmans;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-003560;CLT-0082;60628,74;Îles Caïmans;Panama;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-003586;CLT-0037;80247,99;Panama;Îles Caïmans;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-001542;CLT-0096;72430,57;Panama;Panama;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-003686;CLT-0005;88907,14;Panama;Panama;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-003138;CLT-0041;76773,76;Panama;Panama;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-003244;CLT-0085;38606,17;Îles Caïmans;Îles Caïmans;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-003275;CLT-0005;39437,1;Îles Caïmans;Panama;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-001548;CLT-0005;65885,51;Panama;Panama;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-002870;CLT-0069;53432,48;Îles Caïmans;Panama;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-001621;CLT-0017;17385,52;Panama;Îles Caïmans;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-001670;CLT-0038;11873,75;Îles Caïmans;Îles Caïmans;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-002512;CLT-0005;66987,68;Îles Caïmans;Panama;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-002646;CLT-0012;74303,46;Îles Caïmans;Panama;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-002666;CLT-0038;23448,86;Panama;Îles Caïmans;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-002677;CLT-0099;70880,97;Panama;Panama;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-002853;CLT-0047;54641,14;Panama;Îles Caïmans;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-009987;CLT-0005;12061,57;Îles Caïmans;Panama;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-001803;CLT-0018;12161,58;Panama;Panama;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-009906;CLT-0018;58680,31;Îles Caïmans;Panama;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-001859;CLT-0041;53811,71;Panama;Panama;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-001881;CLT-0065;21773,36;Panama;Îles Caïmans;14;1;40;25;20;0;85;CRITIQUE;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-007992;CLT-0023;49706,83;Panama;Allemagne;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-008007;CLT-0049;10495,31;Îles Caïmans;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-008024;CLT-0083;29710,09;Îles Caïmans;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-008026;CLT-0013;76512,62;Îles Caïmans;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-008053;CLT-0098;86477,18;Îles Caïmans;Espagne;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-000386;CLT-0044;46026,68;Îles Caïmans;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-000392;CLT-0058;15594,86;Îles Caïmans;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-000399;CLT-0043;8588,76;Îles Caïmans;Suisse;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-000408;CLT-0075;94190,95;Îles Caïmans;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-000415;CLT-0045;89838,83;Panama;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-000456;CLT-0022;65812,27;Îles Caïmans;Allemagne;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-008170;CLT-0083;15957,44;Panama;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-008172;CLT-0075;18936,32;Îles Caïmans;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-007510;CLT-0009;85794,1;Panama;Suisse;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-007575;CLT-0015;81272,42;Panama;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-007645;CLT-0055;39159,18;Îles Caïmans;Espagne;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-007651;CLT-0050;45232,2;Îles Caïmans;Espagne;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-007653;CLT-0046;17255,03;Panama;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-007708;CLT-0014;77884,68;Panama;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-007790;CLT-0087;36481,53;Îles Caïmans;Italie;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-007804;CLT-0021;82638,97;Îles Caïmans;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-007914;CLT-0093;24152,23;Îles Caïmans;Suisse;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-000460;CLT-0014;41327,08;Panama;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-007965;CLT-0076;68450,59;Îles Caïmans;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-000298;CLT-0053;35291,25;Îles Caïmans;Espagne;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-007264;CLT-0023;78817,2;Îles Caïmans;Allemagne;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-007297;CLT-0088;85547,91;Îles Caïmans;Allemagne;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-007412;CLT-0006;92058,47;Panama;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-007420;CLT-0008;47895,29;Panama;Suisse;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-007438;CLT-0064;45864,87;Panama;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-007458;CLT-0014;49929,3;Panama;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-007469;CLT-0049;8328,93;Panama;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-007482;CLT-0026;81204,82;Îles Caïmans;Italie;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-007506;CLT-0035;53606,98;Îles Caïmans;Espagne;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-000551;CLT-0048;55338,96;Panama;Suisse;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-006941;CLT-0032;72227,1;Îles Caïmans;Suisse;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-006989;CLT-0048;81378,31;Panama;Suisse;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-006998;CLT-0028;24212,38;Panama;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-007026;CLT-0068;89404,57;Îles Caïmans;Allemagne;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-007042;CLT-0075;66697,48;Panama;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-007096;CLT-0045;71179,37;Îles Caïmans;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-000565;CLT-0080;31961,03;Îles Caïmans;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-000588;CLT-0077;74596,27;Panama;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-007202;CLT-0029;86625,65;Panama;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-006608;CLT-0080;11191,71;Îles Caïmans;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-006639;CLT-0034;8080,16;Panama;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-006642;CLT-0078;94407,57;Îles Caïmans;Suisse;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-006664;CLT-0056;40756,9;Îles Caïmans;Allemagne;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-006775;CLT-0006;86560,22;Panama;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-006787;CLT-0011;89206,22;Panama;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-006814;CLT-0050;53704,12;Îles Caïmans;Espagne;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-006830;CLT-0008;20855,04;Îles Caïmans;Suisse;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-000671;CLT-0006;48570,83;Panama;France;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
TXN-006915;CLT-0093;54095,05;Panama;Suisse;14;1;40;25;0;0;65;ÉLEVÉ;2026-05-14 11:56:32;2026-05-14 11:56:33;OUVERTE
